ID,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,group,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3,Q5_4,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_n,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_n,Q12,Q13,Q14,A1,A2,A3,A4,A5,A6_1,A6_2,A6_3,A6_4,A6_5,A7_1,A7_2,A7_3,A7_4,A7_5,A7_6,A7_7,A7_8,A7_9,A7_n,A8_1,A8_2,A8_3,A8_4,A8_5,A9,A10_1,A10_2,B1,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_n,B3_1,B3_2,B4_1,B4_2,B4_3,B4_4,B4_5,B4_6,B4_n,B5,B6_1,B7,B8_1,B8_2,B8_3,B8_4,B8_5,B9_1,B9_2,B9_3,B9_4,B10_1,B10_2,B10_3,B10_4,B10_5,B11_1,B11_2,C1,C2,C3,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C4_7,C4_8,C4_9,C4_10,C4_11,C4_n,C5_1,C5_2,C5_3,C5_4,C5_5,C5_6,C5_7,C5_n,C6_1,C6_2,C6_3,C6_4,C6_5,C7,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,C8_7,C8_n,C9,C10_1,C10_2,F1,F2,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F3_n,F4,F5,F6,F7,F8,F9
201900,4,1,1,2,80,28,1,2,2,3,3,2,3,3,3,3,2,2,3,4,3,4,3,3,3,3,2,2,2,2,3,3,3,2,4,3,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,4,5,5,5,1,5,1,0,0,0,0,0,0,0,4,3,4,3,2,1,4,1,2,2,2,1,2,0,0,0,0,0,0,0,0,1,0,5,5,4,4,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,3,7,1,1,4
201901,3,1,5,2,78,28,3,2,3,3,2,3,3,5,5,2,3,3,3,3,4,4,2,2,3,3,4,4,2,2,2,4,4,4,5,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,5,4,5,5,4,1,0,0,0,0,0,0,1,0,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,3,5,2,5,5,2,0,0,0,0,0,0,1,0,3,3,3,2,3,0,0,0,1,1,0,0,0,0,1,3,5,2,3,8
201902,4,1,5,2,26,29,2,2,2,3,3,2,2,3,2,2,3,3,2,3,3,3,2,2,3,2,2,2,3,3,3,4,3,3,3,3,0,0,0,0,0,0,0,1,0,4,2,2,2,2,2,1,5,5,5,5,4,0,0,0,0,0,0,1,0,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,1,0,4,4,0,0,0,0,0,1,0,4,29,1,2,2,2,2,3,2,1,2,1,2,2,3,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,1,0,0,0,0,0,1,2,3,1,5,4
201903,4,1,2,3,46,27,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,3,3,3,3,3,3,0,0,1,0,0,0,0,0,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,1,0,4,3,0,0,0,1,0,0,0,4,27,4,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,3,6,1,1,3
201904,4,1,3,2,46,27,1,3,3,3,4,3,2,3,3,2,4,3,2,2,2,2,2,3,3,3,3,3,3,4,2,4,4,4,4,5,1,0,0,0,0,0,0,0,0,4,2,2,2,2,2,1,5,4,5,4,5,1,0,0,0,0,0,0,0,2,1,2,1,2,1,2,4,2,5,2,1,1,0,0,0,0,0,0,0,0,1,0,6,6,6,2,6,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,0,0,0,0,0,0,0,1,3,7,1,1,4
201905,4,1,5,1,75,27,1,1,2,4,5,4,2,3,4,4,2,2,4,3,4,3,1,3,2,3,1,2,5,2,4,1,2,3,2,4,0,1,0,0,0,0,0,0,0,2,1,2,2,2,2,5,4,5,5,1,1,1,0,0,1,0,0,0,0,2,2,3,1,1,3,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,5,6,2,6,3,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,1,0,0,0,0,0,1,3,7,1,1,3
201906,3,1,4,3,10,25,3,5,2,2,2,1,3,4,4,3,4,3,2,3,3,3,3,3,3,2,5,4,1,5,1,2,4,5,2,2,1,0,0,0,0,0,0,0,0,4,2,2,2,2,2,3,3,4,5,3,4,1,0,0,0,0,0,0,0,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,1,0,0,0,3,5,4,5,5,2,1,0,0,0,0,0,0,0,2,2,4,1,4,1,1,0,0,0,0,0,0,0,1,4,6,1,4,1
201907,4,1,5,3,35,27,3,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,5,5,5,5,4,5,1,0,0,0,0,0,0,0,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,3,3,3,2,2,0,0,0,0,0,0,1,0,2,2,2,2,4,0,0,0,1,1,0,0,0,0,1,2,7,1,2,8
201908,4,1,5,2,81,28,3,2,2,2,3,3,2,2,1,2,2,1,2,1,2,2,1,2,4,3,4,2,1,1,1,3,4,5,4,3,0,0,0,0,0,0,1,0,0,3,1,2,1,2,2,2,3,3,5,1,5,1,1,1,1,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,1,1,1,1,1,1,0,0,1,4,3,5,4,2,0,1,1,1,0,1,0,0,2,2,3,2,3,0,0,0,1,1,0,0,0,0,3,3,9,1,1,2
201909,4,1,5,4,41,27,1,5,2,3,4,4,5,5,5,5,3,4,2,2,4,3,2,4,3,3,4,2,2,1,4,2,4,4,5,4,0,0,0,0,0,0,0,1,0,4,1,2,2,2,2,3,5,4,4,2,5,1,1,1,0,0,0,0,0,2,3,3,2,2,1,2,4,3,3,2,3,1,0,1,0,0,0,0,0,0,0,0,5,3,5,3,2,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,1,0,1,0,0,0,1,3,10,1,1,3
201910,4,1,4,2,63,28,1,1,3,2,1,2,1,2,1,3,2,2,1,4,3,2,1,2,1,2,1,3,2,2,1,3,3,2,4,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,1,5,5,5,5,3,0,0,0,0,0,0,1,0,5,3,4,2,2,1,4,4,2,3,2,1,1,0,0,0,0,0,0,0,0,1,0,7,3,7,5,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,2,5,1,7,8
201911,4,1,5,2,50,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,1,5,5,5,5,5,0,0,0,0,0,0,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,3,3,3,3,3,2,0,0,0,0,0,0,1,0,3,3,3,2,1,,,,,,,,,,1,3,13,1,1,8
201912,4,1,2,1,69,28,1,3,4,3,4,4,3,3,3,3,3,3,4,4,4,4,2,2,2,2,3,3,3,3,3,2,3,3,3,3,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,3,3,5,5,5,5,0,0,0,0,0,0,1,0,3,1,5,1,5,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,4,4,4,5,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,0,0,4,5,13,1,1,2
201913,4,1,2,2,80,27,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,4,2,2,2,2,2,3,5,5,5,2,5,0,0,0,0,0,0,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,3,3,1,3,3,2,1,0,0,0,0,0,0,0,2,3,3,2,1,,,,,,,,,,4,3,8,1,1,3
201914,3,1,2,2,45,28,1,3,3,4,3,3,4,4,3,3,3,2,3,4,3,4,3,3,3,2,3,2,3,3,3,2,3,3,3,3,1,0,1,0,0,0,1,0,0,4,2,2,2,2,2,5,5,5,5,1,5,1,0,0,1,0,0,0,0,2,2,3,2,2,1,3,1,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,5,5,3,3,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,3,3,7,1,1,3
201915,3,1,2,1,30,27,2,1,4,1,1,1,2,2,2,2,4,2,2,4,4,4,2,2,2,3,2,2,2,2,2,2,2,4,4,4,0,1,0,0,0,0,0,0,0,2,2,2,1,2,2,1,5,5,5,4,3,1,0,0,0,0,0,0,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,1,0,0,3,2,0,0,0,0,0,1,0,4,27,2,2,3,3,2,3,5,2,4,4,1,1,1,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,0,0,5,3,7,1,1,4
201916,4,1,5,2,45,28,1,4,3,3,4,2,3,4,3,4,3,3,3,3,4,3,3,3,2,2,4,3,3,2,3,4,3,4,2,4,0,0,0,0,0,0,0,1,0,4,2,2,2,2,2,5,5,5,5,2,5,1,0,0,0,0,0,0,0,5,3,5,3,3,1,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,6,4,4,5,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,1,1,0,0,0,0,4,1,7,2,2,9
201917,4,1,3,2,60,26,3,1,3,4,3,2,2,3,2,3,3,2,3,4,4,3,1,3,2,3,2,3,3,1,2,3,3,4,3,2,0,1,1,0,0,0,0,0,0,2,2,2,1,1,2,1,4,5,5,3,5,1,0,0,0,0,0,0,0,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,3,5,5,5,3,2,0,1,0,0,0,0,0,0,1,2,2,2,3,0,0,0,1,0,0,0,0,0,4,3,5,1,1,8
201918,4,1,2,3,80,28,1,1,3,3,3,3,4,4,4,4,4,2,3,3,3,4,3,3,2,2,2,2,2,2,2,2,2,3,1,4,1,0,0,0,0,0,0,0,0,4,2,2,2,2,2,5,5,5,5,1,4,1,0,1,0,0,0,0,0,2,2,3,2,2,1,2,2,3,1,3,3,2,0,0,0,0,0,0,0,0,1,0,4,5,2,3,6,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,0,0,4,3,7,1,1,3
201919,4,1,5,2,60,30,3,3,2,3,4,3,3,3,3,3,3,5,3,3,5,3,4,4,2,4,2,2,2,2,2,3,2,2,2,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,4,4,5,5,5,1,0,0,0,0,0,0,1,0,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,2,1,3,2,0,1,1,0,0,0,0,0,1,2,2,2,3,0,0,0,1,0,0,0,0,0,3,1,3,2,3,4
201920,4,1,4,2,66,27,1,1,3,1,3,1,2,3,3,3,3,3,2,2,5,3,1,1,4,3,2,2,1,1,2,1,2,4,4,2,0,0,0,0,0,0,0,1,0,3,1,2,2,2,2,2,4,3,4,1,2,1,1,0,0,0,0,0,0,1,3,3,1,1,2,1,1,2,1,2,3,1,0,1,0,0,0,0,0,0,0,0,1,4,4,4,6,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,1,0,0,0,0,0,3,3,10,1,1,2
201921,3,1,5,3,40,28,2,2,3,3,3,3,2,4,3,3,3,3,2,4,3,4,2,3,3,3,2,3,1,3,4,3,3,4,3,3,0,0,0,0,0,0,0,1,0,4,2,2,2,2,2,5,4,4,4,4,4,0,0,0,0,0,0,1,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,1,0,3,3,0,0,0,0,0,1,0,4,28,1,2,2,3,3,2,3,1,1,1,3,3,3,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,1,0,0,0,0,0,1,1,13,4,,
201922,3,1,3,3,58,25,3,3,2,3,3,3,2,2,3,2,3,2,2,2,3,3,2,2,2,1,2,3,3,3,2,2,2,2,3,3,1,1,0,1,1,0,0,0,0,2,1,1,1,1,1,2,3,3,3,3,2,1,1,1,0,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,2,5,5,5,3,2,0,0,0,0,0,0,1,0,3,3,3,1,3,1,1,0,0,0,0,0,0,0,1,3,5,1,1,3
201923,4,1,3,1,80,27,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,5,5,5,5,4,1,0,0,0,0,0,0,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,1,1,1,1,1,1,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0,2,2,2,2,3,0,0,0,1,0,0,0,0,0,4,3,5,1,1,3
201924,3,1,1,2,80,28,1,1,3,2,2,3,2,2,3,2,3,2,2,2,4,3,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,2,1,2,2,2,2,3,4,4,4,1,3,1,0,0,1,0,0,0,0,2,2,2,2,2,1,1,4,4,2,3,1,1,0,0,0,0,0,0,0,0,1,0,5,5,3,3,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,0,0,1,3,7,1,1,3
201925,4,1,3,1,34,27,2,1,1,1,1,2,1,1,1,1,1,1,2,2,4,1,2,1,4,3,2,1,2,1,1,3,4,5,2,1,0,0,0,1,0,1,1,0,0,2,2,1,1,1,1,2,4,4,4,1,1,1,0,0,0,0,0,0,0,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,1,0,4,2,0,0,0,0,1,0,0,1,27,2,1,3,4,2,4,5,2,3,1,3,1,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,0,0,0,0,0,0,0,1,3,7,1,1,1
201926,4,1,5,3,36,26,2,5,3,3,5,3,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,2,3,3,3,4,0,0,0,0,0,0,0,1,0,4,2,2,2,2,2,1,4,5,5,5,5,0,0,0,0,0,0,1,0,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,1,0,4,3,0,0,0,0,0,1,0,4,26,4,3,3,4,3,1,2,1,1,1,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,1,0,0,0,0,0,1,1,13,2,3,8
201927,3,1,3,4,35,28,2,5,3,3,4,2,4,4,3,4,3,3,3,4,5,3,3,3,3,3,4,3,4,4,5,2,2,3,4,5,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,5,4,5,4,1,1,0,0,0,0,0,0,1,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,3,2,0,0,0,0,0,1,0,4,27,1,3,2,3,2,2,3,2,1,1,2,2,2,2,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,1,1,0,0,0,0,1,2,4,1,1,3
201928,4,1,3,1,41,26,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,4,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,3,5,5,5,3,5,0,0,0,0,0,0,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,1,0,3,3,0,0,0,0,0,1,0,4,26,3,2,3,2,3,3,3,2,3,1,2,2,2,2,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,0,0,0,0,0,0,0,4,3,5,1,1,5
201929,3,1,4,2,44,27,1,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,4,3,2,3,2,3,3,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,4,5,5,4,1,5,1,0,0,0,0,0,0,0,3,3,3,1,1,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,4,3,4,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,3,13,2,3,5
201930,4,1,5,5,17,26,1,5,5,3,5,2,2,5,5,5,4,4,5,4,4,4,4,4,4,4,3,3,3,4,1,3,4,4,1,4,1,0,1,0,0,0,1,0,0,5,2,1,1,2,2,1,4,5,4,4,4,1,0,0,0,0,0,0,0,4,2,4,4,2,1,3,4,1,2,1,3,1,1,0,1,0,0,0,0,0,0,0,1,5,6,6,6,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,0,1,0,0,0,0,0,1,3,9,1,1,2
201931,3,1,2,2,30,28,2,2,2,3,2,2,3,2,3,3,3,4,3,3,3,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,3,4,5,5,4,5,1,0,1,1,0,0,0,0,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,3,28,2,2,2,2,2,2,5,2,2,2,3,3,1,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,3,6,1,1,4
201932,3,1,3,2,65,27,1,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,3,3,3,2,2,3,2,2,4,2,4,4,4,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,5,5,4,4,1,5,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,3,3,5,5,5,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,4,4,7,1,1,2
201933,3,1,5,3,80,27,1,4,2,4,4,3,5,5,5,5,5,2,5,5,5,5,4,4,4,4,2,2,2,2,1,2,3,4,4,4,0,1,1,0,0,0,0,0,0,4,2,2,2,2,2,5,5,5,5,5,1,0,0,0,0,0,0,1,0,3,2,4,5,5,1,1,1,1,5,1,1,1,0,0,0,0,0,0,0,0,1,0,3,6,3,4,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,1,1,0,0,0,0,1,3,13,1,3,8
201934,3,1,2,2,40,26,3,2,1,1,3,3,4,5,5,2,3,3,1,3,5,5,1,3,4,1,5,2,2,3,1,1,1,5,5,3,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,2,5,5,5,5,2,1,0,1,0,0,0,0,0,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,0,0,0,0,3,5,5,5,3,2,1,0,0,0,0,0,0,0,2,3,3,1,4,1,1,0,0,0,0,0,0,0,1,1,7,1,1,6
201935,3,1,2,2,47,28,1,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,2,3,4,4,3,3,2,3,3,0,0,0,0,0,0,0,1,0,4,2,2,2,2,2,1,3,5,5,5,5,1,0,0,0,0,0,0,0,4,3,4,4,3,2,3,1,3,2,3,4,4,0,0,0,0,0,0,0,0,1,0,4,5,3,5,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,0,0,0,0,0,0,0,1,1,7,1,1,8
201936,3,1,5,2,58,27,1,2,2,3,3,3,2,3,2,3,2,2,2,2,1,2,2,3,2,1,3,2,2,2,3,2,3,4,4,3,0,0,0,1,0,0,0,0,0,3,2,2,2,1,1,5,5,5,3,2,1,1,0,0,0,0,0,0,0,2,3,3,2,3,1,3,3,2,2,3,2,3,0,0,0,0,0,0,0,0,1,0,2,4,2,3,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,1,0,0,0,0,0,4,3,4,1,1,5
201937,4,1,2,2,50,29,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,2,2,3,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,5,5,5,5,5,0,0,0,0,0,0,1,0,2,2,4,3,3,3,4,4,1,4,3,1,1,0,0,0,0,0,0,0,0,1,0,3,3,3,5,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,1,0,0,0,0,0,0,0,1,2,6,1,1,2
201938,4,1,5,5,16,30,2,5,4,5,5,2,4,5,3,3,5,5,5,5,5,5,1,1,4,4,4,3,4,4,4,1,1,3,1,3,1,0,1,0,1,0,1,0,0,4,2,2,1,2,2,4,5,5,5,1,4,1,0,1,0,1,1,0,0,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,4,30,5,4,4,1,4,1,5,2,3,1,3,3,2,3,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,1,1,0,0,0,0,1,4,6,1,1,2
201939,4,1,3,2,28,30,3,3,2,2,3,2,3,2,2,3,3,3,2,2,2,2,1,1,3,3,3,2,2,2,3,4,3,5,2,2,1,0,1,0,0,1,1,0,0,4,1,1,1,2,2,1,4,5,5,5,5,1,0,0,0,0,0,0,0,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,0,0,0,0,2,2,2,5,3,2,1,1,0,0,1,0,0,0,1,1,1,1,4,1,1,0,0,0,0,0,0,0,1,2,7,1,1,8
201940,6,1,4,2,22,27,3,4,1,1,3,2,4,5,3,2,1,2,2,4,3,4,3,3,2,1,2,3,2,4,2,4,3,3,2,4,1,0,1,1,0,0,0,0,0,3,2,2,2,2,2,3,5,5,5,2,1,1,0,0,1,0,0,0,0,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,,,,,,,,,,,,,1,0,0,0,0,0,0,0,2,2,3,3,5,2,1,0,0,0,0,0,0,0,1,1,2,1,5,1,1,1,0,0,0,0,0,0,1,2,7,1,1,8
201941,5,1,4,2,88,28,1,2,3,4,3,2,2,3,2,2,2,3,3,2,3,2,2,3,2,2,3,2,2,2,3,2,2,2,3,2,0,1,0,0,1,0,0,0,0,2,2,1,1,2,2,3,3,4,4,1,2,0,1,0,0,1,0,0,0,2,3,3,3,3,1,2,1,2,3,4,3,3,0,0,0,0,0,0,0,0,1,0,5,5,4,4,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,0,0,0,0,0,0,0,1,3,7,1,1,1
